"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2021/7/1調整佣金率,銷售中,全球,厚利安小額終身壽險,LWL15,,15,,,,主約,30.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1調整佣金率,銷售中,全球,厚利安小額終身壽險,LWL20,,20,,,,主約,34.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,2025/1/1,全球,美鑽相傳利率變動型美元終身壽險(定額給付型),FFW00,,1,,,躉,主約,9.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,美鑽相傳利率變動型美元終身壽險(定額給付型),FFW02,,2,,,,主約,18.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,美鑽相傳利率變動型美元終身壽險(定額給付型),FFW03,,3,,,,主約,27.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,美鑽相傳利率變動型美元終身壽險(定額給付型),FFW04,,4,,,,主約,34.00%,2.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,美鑽相傳利率變動型美元終身壽險(定額給付型),FFW06,,6,,,,主約,40.00%,2.00%,0.00%,0.00%,,,,,,,1.00%,,,,,,,,,N,N,Y
2021/12/1起,銷售中,全球,臻平安傷害保險附約,XAN00,,1,,,,附約,24.00%,16.00%,16.00%,16.00%,,,,,,,0.00%,,,,,,,,,N,N,Y
2021/7/1,銷售中,全球,醫卡讚85重大傷病定期健康保險,DCE10,,10,,,,主約,40.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,銷售中,全球,醫卡讚85重大傷病定期健康保險,DCE15,,15,,,,主約,55.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,銷售中,全球,醫卡讚85重大傷病定期健康保險,DCE20,,20,,,,主約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,銷售中,全球,醫卡讚85重大傷病定期健康保險,DCE25,,25,,,,主約,80.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,銷售中,全球,醫卡讚85重大傷病定期健康保險,DCE30,,30,,,,主約,85.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1,銷售中,全球,醫卡讚重大傷病一年期健康保險附約,XDE00,,1,,,,附約,24.00%,15.00%,15.00%,15.00%,,,,,,,1.00%,,,,,,,,,N,N,Y
2021/7/1,2023/7/24,全球,鑫美富利利率變動型美元增額終身壽險(定額給付型),FED02,,2,,,,主約,7.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2023/7/24,全球,鑫美富利利率變動型美元增額終身壽險(定額給付型),FED03,,3,,,,主約,11.00%,1.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2023/7/24,全球,鑫美富利利率變動型美元增額終身壽險(定額給付型),FED04,,4,,,,主約,15.00%,1.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2023/7/24,全球,鑫美富利利率變動型美元增額終身壽險(定額給付型),FED06,,6,,,,主約,22.00%,1.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,Y
2021/7/1,2025/1/1,全球,鑫鑽相傳利率變動型終身壽險(定額給付型),QFW00,,1,,,躉,主約,7.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,鑫鑽相傳利率變動型終身壽險(定額給付型),QFW02,,2,,,,主約,13.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,鑫鑽相傳利率變動型終身壽險(定額給付型),QFW03,,3,,,,主約,20.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,鑫鑽相傳利率變動型終身壽險(定額給付型),QFW04,,4,,,,主約,30.00%,2.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1,2025/1/1,全球,鑫鑽相傳利率變動型終身壽險(定額給付型),QFW06,,6,,,,主約,36.00%,2.00%,0.00%,0.00%,,,,,,,1.00%,,,,,,,,,N,N,Y
2020/8/31,2025/1/1,全球,123美代富利率變動型美元終身壽險(定額給付型),FSW00,,1,,,躉,主約,8.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/8/31,2025/3/31,全球,88美傳富利率變動型美元終身壽險(定額給付型),FTW06,,6,,,,主約,27.00%,1.00%,,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2020/4/6,銷售中,全球,卡有心85特定疾病定期健康保險附約,XCB10,,10,,,,附約,40.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/4/6,2022/12/1,全球,卡有心特定疾病終身健康保險附約,XCA10,,10,,,,附約,40.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/2/27,銷售中,全球,安心無慮終身壽險附約(實物給付型),XDT10,,10,,,,附約,36.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/9/28,2024/7/1,全球,美享樂退利率變動型美元還本終身保險(定額給付型),FGP02,,2,,,,主約,9.00%,0.50%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/9/28,2024/7/1,全球,美享樂退利率變動型美元還本終身保險(定額給付型),FGP03,,3,,,,主約,15.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/9/28,2024/7/1,全球,美享樂退利率變動型美元還本終身保險(定額給付型),FGP06,,6,,,,主約,18.00%,1.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/7/8,2025/1/1,全球,倍感旺盛利率變動型終身壽險(定額給付型),QQS06,,6,,,,主約,28.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
2020/7/8,2025/1/1,全球,倍感美利利率變動型美元終身壽險(定額給付型),FQS06,,6,,,,主約,30.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,Y
"2020/7/1
調整佣金率",2023/8/26,全球,終身壽險,QWX10,,10,,,,主約,18.00%,6.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2020/9/28,銷售中,全球,臻愛20防癌一年期健康保險附約,XCC00,,1,,,,附約,24.00%,16.00%,16.00%,16.00%,,,,,,,,,,,,,,,,N,N,Y
2020/4/6,2024/7/1,全球,醫療費用健康保險自負額附加條款,XHQ00,,1,,,,附約,32.00%,22.00%,22.00%,22.00%,20.00%,20.00%,8%~,,,,0.00%,,,,,,,,,N,N,Y
2020/7/8,2025/1/1,全球,鑫利旺盛利率變動型終身壽險(定額給付型),QPS00,,1,,,躉,主約,3.60%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/7/8,2025/1/1,全球,鑫利旺盛利率變動型終身壽險(定額給付型),QPS06,,6,,,,主約,27.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,Y
2020/7/8,2025/1/1,全球,鑫利美好利率變動型美元終身壽險(定額給付型),FPS00,,1,,,躉,主約,3.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/8/31,2025/1/1,全球,鑫動66利率變動型終身壽險(定額給付型),QFS06,,6,,,,主約,50.00%,1.00%,,,,,,,,,0.00%,,,,,,,,,N,N,N
"2019/5/1
調整佣金率",2022/12/1,全球,加倍手護終身手術健康保險,PSA10,,10,,,,主約,40.00%,4.00%,2.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
"2019/5/1
調整佣金率",2024/7/1,全球,加倍醫靠終身醫療健康保險,PHB10,,10,,,,主約,40.00%,4.00%,2.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2018/6/4,2022/12/1,全球,安鑫保終身壽險,QLW06,,6,,,,主約,22.00%,2.00%,2.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2018/6/4,2022/12/1,全球,美鑫保美元終身壽險,FLW06,,6,,,,主約,22.00%,2.00%,2.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2018/4/1,銷售中,全球,臻鑫久久豁免保險費保險附約,XWA00,,1,,,,附約,16.00%,"16%
(至繳費期滿)",,,,,,,,,,,,,,,,,,N,N,N
2018/4/1,銷售中,全球,臻鑫久久豁免保險費保險附約,XWB00,,1,,,,附約,16.00%,"16%
(至繳費期滿)",,,,,,,,,,,,,,,,,,N,N,N
2016/1/1,銷售中,全球,好安心手術醫療終身健康保險附約,XPS10,,10,,,,附約,28.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2016/1/1,銷售中,全球,好安心手術醫療終身健康保險附約,XPS15,,15,,,,附約,48.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2016/1/1,銷售中,全球,好安心手術醫療終身健康保險附約,XPS20,,20,,,,附約,65.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2016/3/14,銷售中,全球,美元豁免保險費健康保險附約,F1805,,5~9,,,,附約,24.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2016/4/1,銷售中,全球,重大疾病終身健康保險(乙型),DDB10,,10,,,,主約,40.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2015/8/4,銷售中,全球,臻愛一生防癌終身健康保險,PCH10,,10,,,,主約,45.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2015/8/4,銷售中,全球,臻愛一生防癌終身健康保險附約,XCH10,,10,,,,附約,45.00%,2.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,123美代富利率變動型美元終身壽險(定額給付型),FSW02,,2,,,,主約,16.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
,2025/1/1,全球,123美代富利率變動型美元終身壽險(定額給付型),FSW03,,3,,,,主約,24.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
,2022/12/1,全球,加倍手護終身手術健康保險,PSA15,,15,,,,主約,55.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,加倍手護終身手術健康保險,PSA20,,20,,,,主約,65.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,加倍手護終身手術健康保險,PSA30,,30,,,,主約,65.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/7/1,全球,加倍醫靠終身醫療健康保險,PHB15,,15,,,,主約,55.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/7/1,全球,加倍醫靠終身醫療健康保險,PHB20,,20,,,,主約,65.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2024/7/1,全球,加倍醫靠終身醫療健康保險,PHB30,,30,,,,主約,65.00%,4.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,卡有心85特定疾病定期健康保險附約,XCB15,,15,,,,附約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,卡有心85特定疾病定期健康保險附約,XCB20,,20,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,卡有心85特定疾病定期健康保險附約,XCB25,,25,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,卡有心85特定疾病定期健康保險附約,XCB30,,30,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,卡有心特定疾病終身健康保險附約,XCA15,,15,,,,附約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,卡有心特定疾病終身健康保險附約,XCA20,,20,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,卡有心特定疾病終身健康保險附約,XCA25,,25,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,卡有心特定疾病終身健康保險附約,XCA30,,30,,,,附約,75.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,幼幼安康健康保險附約,KDR00,,1,,,,附約,15.00%,15.00%,15.00%,15.00%,,,,,,,,,,,,,,,,N,N,Y
,銷售中,全球,全面醫靠長期照顧一年期健康保險附約,XTC00,,1,,,,附約,24.00%,15.00%,15.00%,15.00%,,,,,,,1.00%,,,,,,,,,N,N,Y
,銷售中,全球,安心無慮終身壽險附約(實物給付型),XDT12,,12,,,,附約,40.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,安心無慮終身壽險附約(實物給付型),XDT15,,15,,,,附約,48.00%,5.00%,5.00%,5.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,安心無慮終身壽險附約(實物給付型),XDT20,,20,,,,附約,60.00%,10.00%,5.00%,5.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,安心無憂終身壽險(實物給付型),QDT07,,7,,,,主約,22.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,安心無憂終身壽險(實物給付型),QDT10,,10,,,,主約,26.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,安鑫保終身壽險,QLW10,,10,,,,主約,40.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,安鑫保終身壽險,QLW15,,15,,,,主約,55.00%,5.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,安鑫保終身壽險,QLW20,,20,,,,主約,70.00%,8.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,安鑫保終身壽險,QLW25,,25,,,,主約,75.00%,10.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,安鑫保終身壽險,QLW30,,30,,,,主約,75.00%,10.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,住院醫療保險附約-定額型,MIR00,,1,,,,附約,24.00%,16.00%,16.00%,16.00%,,,,,,,,,,,,,,,,N,N,Y
,2023/8/26,全球,定期壽險,QTL10,,10,,,,主約,50.00%,6.00%,4.00%,4.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/8/26,全球,定期壽險,QTL15,,15,,,,主約,62.00%,8.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/8/26,全球,定期壽險,QTL20,,20,,,,主約,74.00%,9.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/8/26,全球,定期壽險,QTL25,,25,,,,主約,78.00%,10.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/8/26,全球,定期壽險,QTL30,,30,,,,主約,82.00%,11.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,定期壽險附約,QTR05,,5,,,,附約,18.00%,,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,定期壽險附約,QTR10,,10~14,,,,附約,40.00%,6.00%,4.00%,4.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,定期壽險附約,QTR15,,15~19,,,,附約,50.00%,8.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,定期壽險附約,QTR20,,20~,,,,附約,57.00%,9.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,美元豁免保險費健康保險附約,F1810,,10~14,,,,附約,40.00%,1.00%,1.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,美元豁免保險費健康保險附約,F1815,,15~19,,,,附約,54.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,美元豁免保險費健康保險附約,F1820,,20~24,,,,附約,72.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,美元豁免保險費健康保險附約,F1825,,25~30,,,,附約,80.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,美鑫保美元終身壽險,FLW10,,10,,,,主約,40.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,美鑫保美元終身壽險,FLW15,,15,,,,主約,55.00%,5.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2022/12/1,全球,美鑫保美元終身壽險,FLW20,,20,,,,主約,70.00%,8.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,重大疾病及特定傷病健康保險附約,DSR00,,1,,,,附約,24.00%,16.00%,16.00%,16.00%,,,,,,,,,,,,,,,,N,N,Y
,銷售中,全球,重大疾病終身健康保險(乙型),DDB15,,15,,,,主約,50.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,重大疾病終身健康保險(乙型),DDB20,,20,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,重大疾病終身健康保險(乙型),DDB25,,25,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,重大疾病終身健康保險(乙型),DDB30,,30,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,個人傷害住院日額保險給付附加條款,XAH00,,1,,,,附約,32.00%,24.00%,24.00%,24.00%,,,,,,,,,,,,,,,,N,N,Y
,2025/1/1,全球,倍感旺盛利率變動型終身壽險(定額給付型),QQS12,,12,,,,主約,48.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,倍感旺盛利率變動型終身壽險(定額給付型),QQS15,,15,,,,主約,56.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,倍感旺盛利率變動型終身壽險(定額給付型),QQS20,,20,,,,主約,80.00%,2.00%,1.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,倍感美利利率變動型美元終身壽險(定額給付型),FQS12,,12,,,,主約,50.00%,3.00%,3.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,倍感美利利率變動型美元終身壽險(定額給付型),FQS15,,15,,,,主約,60.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,倍感美利利率變動型美元終身壽險(定額給付型),FQS20,,20,,,,主約,80.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,健康保險附約,NIR00,,1,,,,附約,24.00%,16.00%,16.00%,16.00%,,,,,,,,,,,,,,,,N,N,Y
,2023/8/26,全球,終身壽險,QWX15,,15,,,,主約,25.00%,6.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2023/8/26,全球,終身壽險,QWX20,,20,,,,主約,38.00%,6.00%,6.00%,6.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,富足一生利率變動型即期年金保險,QIA00,,1,,"保費
<500萬",躉,主約,3.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
,銷售中,全球,富足一生利率變動型即期年金保險,QIA00,,1,,"保費
≧500萬",躉,主約,3.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
,銷售中,全球,傷害保險醫療保險金附加條款,XMR00,,1,,,,附約,32.00%,24.00%,24.00%,24.00%,,,,,,,,,,,,,,,,N,N,Y
,銷售中,全球,臻愛一生防癌終身健康保險,PCH15,,15,,,,主約,55.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,臻愛一生防癌終身健康保險,PCH20,,20,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,臻愛一生防癌終身健康保險,PCH30,,30,,,,主約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,臻愛一生防癌終身健康保險附約,XCH15,,15,,,,附約,55.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,銷售中,全球,臻愛一生防癌終身健康保險附約,XCH20,,20~,,,,附約,60.00%,2.00%,2.00%,2.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/7/8,2025/1/1,全球,鑫利旺盛利率變動型終身壽險(定額給付型),QPS02,,2,,,,主約,8.00%,0.50%,,,,,,,,,0.00%,,,,,,,,,N,N,N
2020/7/8,2025/1/1,全球,鑫利旺盛利率變動型終身壽險(定額給付型),QPS10,,10,,,,主約,36.00%,1.00%,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/7/8,2025/1/1,全球,鑫利旺盛利率變動型終身壽險(定額給付型),QPS12,,12,,,,主約,40.00%,1.00%,1.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,鑫利美好利率變動型美元終身壽險(定額給付型),FPS02,,2,,,,主約,9.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
,2025/1/1,全球,鑫利美好利率變動型美元終身壽險(定額給付型),FPS06,,6,,,,主約,30.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,Y
,2025/1/1,全球,鑫利美好利率變動型美元終身壽險(定額給付型),FPS10,,10,,,,主約,37.00%,,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
,2025/1/1,全球,鑫利美好利率變動型美元終身壽險(定額給付型),FPS12,,12,,,,主約,42.00%,3.00%,3.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2026/2/11,銷售中,安達,永富長紅美元分紅終身壽險,7PARWLSK,0~69,7,,,,分紅,60.00%,3.00%,1.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,,,,Y,Y,Y
2026/2/11,銷售中,安達,永富長紅美元分紅終身壽險,7PARWLSK,70~73,7,,,,分紅,50.00%,3.00%,1.00%,1.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,,,,Y,Y,Y
2026/2/11,銷售中,安達,永富長紅美元分紅終身壽險,10PARWLSK ,0~69,10,,,,分紅,65.00%,10.00%,2.00%,2.00%,2.00%,,,,,,3.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2026/2/11,銷售中,安達,永富長紅美元分紅終身壽險,10PARWLSK ,70,10,,,,分紅,55.00%,10.00%,2.00%,2.00%,2.00%,,,,,,3.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_甲型,VMRA181C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_甲型,VMRA181C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_丁型,VMRD181C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_丁型,VMRD181C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_戊型,VMRE181C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額萬能壽險_戊型,VMRE181C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_甲型,VMRA182C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_甲型,VMRA182C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_丁型,VMRD182C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_丁型,VMRD182C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_戊型,VMRE182C,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額萬能壽險_戊型,VMRE182C-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額年金保險,VA180TW,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家變額年金保險,VA180TW-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額年金保險,VA180FC,,1,,,目標保費,投資型,7.00%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/1/21,銷售中,安達,穩富贏家外幣變額年金保險,VA180FC-V,,0,,,單筆追加,超額,7.00%,4.30%,2.00%,1.20%,0.60%,,,,,,0.00%,,,,,,,,,N,N,N
